zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient,most_utilized_procedure_code_for_new_patient,min_medicare_pricing_for_established_patient,max_medicare_pricing_for_established_patient,mode_medicare_pricing_for_established_patient,min_copay_for_established_patient,max_copay_for_established_patient,mode_copay_for_established_patient,most_utilized_procedure_code_for_established_patient
43439,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43440,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43441,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43442,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43443,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43445,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43446,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43447,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43449,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43450,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43451,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43452,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43456,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43457,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43458,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43460,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43462,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43463,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43464,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43465,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43466,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43467,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43468,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43469,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43501,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43502,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43504,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43505,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43506,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43510,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43511,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43512,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43515,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43516,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43517,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43518,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43519,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43520,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43521,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43522,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43523,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43524,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43525,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43526,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43527,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43528,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43529,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43530,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43531,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43532,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43533,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43534,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43535,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43536,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43537,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43540,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43541,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43542,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43543,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43545,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43547,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43548,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43549,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43550,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43551,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43552,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43553,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43554,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43555,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43556,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43557,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43558,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43560,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43565,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43566,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43567,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43569,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43570,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43571,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43601,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43602,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43603,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43604,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43605,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43606,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43607,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43608,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43609,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43610,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43611,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43612,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43613,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43614,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43615,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43616,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43617,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43618,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43619,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43620,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43623,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43624,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43635,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43652,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43653,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43654,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43655,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43656,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43657,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43659,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43660,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43661,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43666,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43667,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43681,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43682,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43697,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43699,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43701,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43702,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43711,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43713,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43716,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43717,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43718,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43719,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43720,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43721,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43722,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43723,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43724,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43725,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43727,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43728,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43730,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43731,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43732,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43733,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43734,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43735,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43736,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43738,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43739,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43740,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43746,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43747,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43748,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43749,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43750,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43752,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43754,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43755,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43756,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43757,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43758,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43759,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43760,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43761,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43762,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43764,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43766,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43767,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43768,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43771,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43772,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43773,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43777,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43778,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43779,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43780,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43782,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43783,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43786,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43787,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43788,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43789,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43791,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43793,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43802,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43803,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43804,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43805,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43811,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43812,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43821,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43822,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43824,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43828,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43830,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43832,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43836,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43837,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43840,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43842,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43843,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43844,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43845,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43901,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43902,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43903,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43905,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43906,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43907,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43908,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43909,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43910,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43912,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43913,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43914,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43915,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43916,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43917,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43920,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43925,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43926,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43927,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43928,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43930,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43931,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43932,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43933,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43934,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43935,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43937,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43938,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43939,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43940,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43941,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43942,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43943,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43944,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43945,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43946,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43947,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43948,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43950,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43951,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43952,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43953,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43961,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43962,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
43963,54.344,166.656,166.656,13.586,41.664,41.664,99205,17.104,135.4,96.448,4.276,33.85,24.112,99214
