zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient,most_utilized_procedure_code_for_new_patient,min_medicare_pricing_for_established_patient,max_medicare_pricing_for_established_patient,mode_medicare_pricing_for_established_patient,min_copay_for_established_patient,max_copay_for_established_patient,mode_copay_for_established_patient,most_utilized_procedure_code_for_established_patient
6850,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6851,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6852,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6853,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6854,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6855,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6856,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6857,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6858,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6859,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6860,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6870,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6875,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6876,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6877,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6878,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6879,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6880,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6881,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6883,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6888,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6889,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6890,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6896,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6897,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6901,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6902,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6903,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6904,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6905,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6906,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6907,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6910,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6911,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6912,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6913,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6914,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6920,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6921,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6922,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6925,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6926,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6927,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
6928,60.824,183.104,183.104,15.206,45.776,45.776,99205,19.76,149.264,106.688,4.94,37.316,26.672,99214
7701,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7702,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7703,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7704,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7709,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7710,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7711,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7712,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7715,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7716,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7717,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7718,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7719,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7720,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7721,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7722,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7723,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7724,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7726,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7727,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7728,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7730,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7731,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7732,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7733,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7734,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7735,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7737,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7738,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7739,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7740,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7746,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7747,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7748,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7750,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7751,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7752,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7753,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7754,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7755,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7756,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7757,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7758,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7760,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7762,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7763,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7764,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7765,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7777,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
7799,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8001,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8002,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8003,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8004,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8005,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8006,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8007,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8008,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8009,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8010,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8011,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8012,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8014,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8015,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8016,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8018,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8019,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8020,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8021,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8022,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8023,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8025,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8026,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8027,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8028,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8029,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8030,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8031,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8032,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8033,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8034,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8035,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8036,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8037,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8038,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8039,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8041,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8042,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8043,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8045,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8046,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8048,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8049,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8050,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8051,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8052,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8053,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8054,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8055,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8056,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8057,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8059,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8060,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8061,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8062,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8063,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8064,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8065,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8066,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8067,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8068,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8069,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8070,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8071,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8072,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8073,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8074,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8075,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8076,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8077,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8078,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8079,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8080,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8081,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8083,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8084,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8085,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8086,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8087,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8088,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8089,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8090,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8091,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8092,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8093,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8094,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8095,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8096,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8097,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8098,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8099,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8100,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8101,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8102,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8103,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8104,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8105,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8106,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8107,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8108,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8109,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8110,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8201,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8202,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8203,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8204,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8205,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8210,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8212,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8213,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8214,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8215,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8217,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8218,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8219,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8220,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8221,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8223,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8224,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8225,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8226,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8230,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8231,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8232,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8234,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8240,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8241,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8242,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8243,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8244,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8245,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8246,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8247,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8248,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8250,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8251,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8252,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8260,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8270,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8302,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8310,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8311,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8312,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8313,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8314,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8315,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
8316,61.592,185.056,185.056,15.398,46.264,46.264,99205,20.08,150.984,107.944,5.02,37.746,26.986,99214
